,id,name,url,title,review
10,10-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Earliest Sci-Fi Phenomena in Cinema World. The first groundbreaking visual masterpiece of 20th Century.
","A Trip To The Moon / Le Voyage dans la Lune (1902) :
Brief Review -Earliest Sci-Fi Phenomena in Cinema World. The first groundbreaking visual masterpiece of 20th Century. Sci-fi was explored in long length feature film during mid 20s but French cinema's magic man Georges Méliès was doing it even before 19th century ended. When i heard that this man was the only one at that time who created visual phenomenons like magical moments, disappearance tricks on screen, unseen worlds and fascinating atmosphere etc i became very anxious to see his work. Thanks to AFIs list of 1001 movies where A Trip To The Moon is the First film sorted in ascending year wise mode otherwise i would have never came across this miraculous product. While reviewing the film made in 1902 i don't need to talk about storyline, screenplay, acting and rest of filmmaking aspects and i am feeling very good about it. No need to use brain for the tactical understanding because just seeing just the Film made in 1902 is so freaking awesome feeling in itself, you know what i mean. The film is about a group of astronomers go on an expedition to the Moon. The visual statics of are so fascinating, first the cannon-capsule they travel in then the moon surface and the scenary around there. Then there are stunning graphics, iconic images like stars, angles, snowing around and what not. And above all the disappearance of ""Aliens"" was just unbelievable, i mean i couldn't believe my eyes that these visuals were achieved in 1902 and in such a gigantic manners, neat and clean like ice. The sublime storytelling is marvelous and not just fine for the time but highly influential for the future films made in the entire century. I am STUNNED, SHOCKED and BLESSED to have seen this astounding short and I request you to see it. This is where the concept of larger than life cinema was born.RATING - 9/10*By - #samthebestest"
11,11-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," The Science Fiction Genre of Film is Born
","Directed by pioneering magic man George Melies, A Trip to the Moon (1902), is a technical achievement by being the first. It shows us what was going through turn of the century minds as it applies to space travel and what the Moon looks like. What can you say about a film that started a whole genre and pretty much launched all film-making processes found today? Without Georges Melies' ""trick"" films, we may not have the advances in film-making that we have today. His excellent knowledge of framing and set design, influenced many after him. Not only is it a very old representation of film as it applies to film history, but it also is a great representation of history itself and what men in the early 20th century envisioned in our future.The most interesting part about this film is the fact that 12 years after the release of this film, Melies was chased out of his motion picture studio in France by the military during WWI and by 1938 was a penniless magazine stand clerk. Added with the uncanny accurate look into the future, such as the splashdown in the ocean of the capsule and the ships coming to rescue it, the film has a magic to it even for 1902 and yet the man who created it was as human as the rest of us. The film has many abstract ideas throughout, which really makes the viewer question about what Melies was thinking. What is the significance of the astrological symbols on a lot of the magician-like clothing? Why something as primitive as a giant gun for a launcher and a giant bullet for their vehicle is among such wonderful futuristic landscapes?8.9 (A- MyGrade) = 9 IMDB"
12,12-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Funny
",I like the bit where they hit the aliens with umbrellas
13,13-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Early masterpiece of cinema
","A group of astronomers hold a meeting where they discuss how to travel to the Moon. The head astronomer proposes that they build something like a huge gun or cannon and fire themselves at the lunar face. After some argument, this is agreed upon, and we see the construction of the cannon and its bullet-like capsule. Once on the moon, the astronomers discover the strange civilization of the Selenites.A Trip to the Moon (aka Le Voyage dans la lune, Voyage to the Moon, and even A Trip to Mars, curiously enough) is usually considered the first token sci-fi film. ""Token"" is important there, as this surely isn't the first film we could call sci-fi--even Trip to the Moon director/writer/producer/star/production designer/etc. George Méliès' own The Astronomer's Dream, or The Man on the Moon (Le Rêve d'un astronome, 1898) predates this by four years. But this is the first widely known and accepted sci-fi film, with a significant length, and it has the important distinction of a pithy, well-told story, which Méliès based on Jules Verne's De la Terre à la Lune (From the Earth to the Moon), first published in 1865, and parts of H.G. Wells' The First Men in the Moon, first published in 1901. The fact that it was intended as something of a parody is often overlooked, and recontextualizes its sci-fi progenitor status quite a bit, but in a positive way. Like horror, sci-fi frequently walks a fine line between camp and seriousness, so it is appropriate for the token seminal film to have parodic elements.Far more important than A Trip to the Moon's relation to sci-fi, however, is its significance as a film, without genre qualification. Unlike most of the other early film pioneers, Méliès had a background in show business. He was a skilled magician/illusionist who took over a famed Paris venue, the Théâtre Robert-Houdin. Méliès embraced the theatricality of film, always searching for ways to make the new medium approximate the ideals (well, or at least the ideals of the fantasy and spectacle side) of the theater. Thus, he made rapid advances in production design, literary content, special effects and further developed an early form of editing, providing a bridge between the early shorts, which were purely mise-en-scène, to a more modern form of montage.A Trip to the Moon's scenes, with their elaborate production design, complete with backdrops painted by Méliès, are still constructed in a way similar to Thomas Edison's The Barbershop (1894), or the Lumière Brothers' Baignade en mer (1895)--that is, with complex, layered, contrapuntal motion playing out before a static camera, which represents the audience's point of view as they watch the action unfold on a ""stage"". The difference is that whereas Edison and Lumière tended to shoot for a feigned naturalism (in some cases--but far fewer than the conventional wisdom has it--actually capturing a ""natural"" event), Méliès tries to see how far he can push the fantastical. The result is a film that is as much an example of surrealism as anything else. If you have a taste for those genres--as well as for sci-fi, the absurd, and so on--as I do, and you are acclimated to silent films, you are sure to love A Trip to the Moon.The sets are amazing. The painted backdrops merge seamlessly with the constructed portions and props, creating locations with great ""depth"", in worlds that seem to surreal exist and have a long history. There are a number of ingenious techniques used to further the illusions, such as the smoke pouring out of the Parisian factories (probably a satirical depiction of some of the negative results of the Industrial Revolution) as the astronomers, who are initially amusingly dressed like wizards/alchemists in long flowing robes and large pointed hats, mount the building to begin their journey. Although some of the special effects and illusions are fairly transparent--such as the descending portions of scenery to enhance the effect of the ""Earthrise"", most are surprisingly sophisticated. Visually, Méliès is as impressive as even many modern instantiations of special effects, matte paintings and such. He certainly trumps much low-budget science fiction--even through the 1960s and 1970s--in this department, plus the surrealistic touches give him an edge that I would like to see more in modern films.Just as important, the story is very entertaining. The pacing and narrative construction sustains your interest and manages to make a short that is less than 15-minutes long seem as substantial as a 90-minute feature. Although I've seen versions in the past without it, I now have a version with the intended voice-over narration included (in Kino's ""The Movies Begin"" box set). This greatly enhances the film, especially as it is frequently but dryly funny.Much has been said, and maybe not just by Freudians, of the sexual subtexts of A Trip to the Moon. For example, the astronomers are assisted by Parisian showgirls, or ""manservants"", in sexy clothing (they now seem somewhat prescient of the costumed and uniformly choreographed showgirls to come in Hollywood musicals). They build a large gun to shoot themselves to the Moon, and they land with a ""spurt"" in the Moon's eye. Whether or not any of that was intended (although Freudians, at least, would say it doesn't matter if it was intended), there are more than enough comical and satirical takes on astronomers, space travel/the nature of space, and the ""reality"" of the Moon and its surprising inhabitants to keep anyone entertained. This is truly one of the earliest masterpieces of cinema."
14,14-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," A film of great historical importance
","""Le voyage dans la lune"" (1902, Georges Méliès) is loosely based on a story by Jules Verne. It also contains a little Greek mythology in that the inhabitants of the moon (Selenieten) are named after Selene, the Goddess of the moon.The poster with the moon having a rocket ship in his eye is iconographic. The film itself is mainly of historical importance, but this historical importance is big.Georges Méliès was one of the founding fathers of early cinema. He pioneered in special effects and made a start with film editing. His roots were in vaudeville theater. This can be seen in ""Le voyage dans la lune"" when the launching of the rocket ship is festively accompanied by a couple of cheerleader like girls.Thanks to the initiatives of his countrymen the Pathé brothers film did outgrow the vaudeville format and got a theater of his own, called a cinema. Méliès fell into oblivion and got financial problems. Only due to a rediscovery in 1929 he could spend his last years carefree."
15,15-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Legendary
","Incredibly advanced for 1902, and still entertaining today. The film is much more than that iconic image of the spacecraft hitting the man in the moon right in the eye, and has a whimsical charm to it throughout its short run time. I chuckled over the chorus girls too - I guess Georges Méliès was pioneering in the area of adding a little cheesecake to movies as well."
16,16-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Ground-Breaking
","It feels unfair to review this film by todays standards because at the time this would have been some pretty ground-breaking stuff, the sets all look like paintings, the special effects are astounding and even today the film still stand up on it's artistic and creative merits, however, the pacing is quite slow for some scenes and too fast for others and the costumes don't stand up to the brilliance of the sets and props, two pretty minor grievances in what is otherwise possibly one of the greatest films of it's time. At only 15 minutes this is well worth a watch."
17,17-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Immortal classic!
","As one of the first films of the science fiction genre, ""Le Voyage Dans la Lune"" (or ""A Trip to the Moon"") is revered as the greatest achievement of stage magician and film pioneer Georges Méliès and one of the most important movies ever done. Written and directed by Méliès himself, ""Le Voyage Dans la Lune"" is a wonderful visual fantasy that shows Méliès' imagination at its wildest form, and how with limited resources and lots of creativity he managed to make a film like nothing the world had ever seen before.""A Trip to the Moon"" is loosely based on the books ""From the Earth to the Moon"" by Jules Verne, and ""The First Men in the Moon"" by H. G. Wells, as it deals with the adventures of a group of astronomers in their first travel to the moon and the wonders and dangers of their Odyssey. After arriving to the Moon in their bullet-shaped spaceship (it was launched by a giant cannon), they discover the Selenites, the people from the Moon; and as their presence is unwelcome, the group of astronomers will have to fight for their survival.With a runtime of barely 14 minutes, ""Le Voyage Dans la Lune"" is an awe-inspiring ride of fantasy, adventure and magic that more than 100 years after its release, still captures the imagination with its wonderfully crafted visuals and its charming comedy. The plot is very well-written, as the story flows nicely and although of a very simple nature, it's very well-developed and really entertaining showing that Méliès was a gifted storyteller.However, the most amazing feature of ""A Trip to the Moon"" is without a doubt its amazing visuals. With a mix of stage tricks, camera tricks, and several types of animation, Méliès crafts a surreal fantastic vision of the Moon with the care of a painter and great artistic sensibility. It's almost as if a painting came to life. The now iconic image of the Man in the Moon being hit in the eye by the spaceship is only one of the many amazing scenes that the genius of Méliès crafted with great imagination.Director D.W. Griffith said about Méliès, ""I owe him everything"" and Charles Chaplin called him ""the alchemist of light"" and both men were absolutely right in their remarks. Georges Méliès' work is a must-see for every film buff and I dare to say, for everyone in general as in its simplicity, it conveys humanity's most powerful trait: Imagination. ""Le Voyage Dans la Lune"", Méliès's most famous film, is without a doubt an immortal classic and one of the greatest films ever done. 10/10"
18,18-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," The Big Bang
",The one that started it all. Here is the the glorious French film based on the science fiction works of Jules Verne and H.G. Wells. Watching this is like dreaming.
19,19-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," The Time Machine
","Watching this 1902 French extravaganza for the first time is like dipping your brain into the distant past. It's almost physically painful to try to imagine a world where this delightful little theatrical romp didn't previously exist and its circulation almost certainly created the art of narrative film as we know it. The trick photography, especially with the smoky smashing of the moon creatures, is as fresh as daisy and the intricate set design is stunning. Rarely are culturally significant artefacts this fun to actually consume."
20,20-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," An adventure of great proportions.
","Possibly the first science-fiction movie ever created, ""Le Voyage dans la lune"" tells us the story of a group of astronomers who travel to the moon by being shot in a capsule from a giant cannon.More than 100 years later, the movie is still adventurous and spectacular to watch. The movie has a great and intriguing imaginary story, of course based on the well known Jules Verne novel.Of course the events presented in this movie are heavily outdated. The astronomers can magically breath on the moon without any spacesuits and gravity also is not a problem. It becomes all the more hilarious when they decide to take a nap on the moon under a couple of blankets. A man can also fall from space Earth into the water and lives to tell the story. The moon is also filled with lots of giant mushrooms and strange hostile aliens and the moon and stars all have faces. Of course totally ridicules all but what did they know back then? Space traveling wasn't possible and astronomers knew very little about space and life in space. Even cars, radios, airplanes were yet had to be developed at the time for commercial use. But in essence the movie also has a core of truth in it, about the capsule being shot into space like a bullet. In that regard this movie is quite amazing and revolutionary about its ideas, though of course most credit for that have to go to Jules Verne. Director Georges Méliès makes the story work out believable and entertaining, with lots of early special effects and some overall great storytelling.The movie is only a couple of minutes short but that doesn't mean its not well developed. Lots of different stuff happens in the movie, from the building of the capsule, to the actual launch and landing on the moon and the astronomers mishaps with the hostile aliens and their king.Some of the early effects are amazing, obviously especially for 1902 standards but I perhaps liked the set decoration and costumes even more. It gives the movie a really great adventurous and imaginatively look and feel. It makes the movie very pleasant and entertaining to watch, even by todays standards.Definitely a revolutionary and important classic movie, in terms of its directing, story and special effects, that also is surprisingly entertaining to watch still.10/10http://bobafett1138.blogspot.com/"
21,21-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Tonight Tonight Tonight
","A Trip to the Moon is widely regarded as a landmark film in the origins of cinema and showcased the fantasy elements of storytelling and special effects.The film was written and directed by Georges Méliès, assisted by his brother Gaston. It is a short film and has been restored. The film has elaborate production designs, animation and truly innovative special effects especially the iconic scene of the rocket landing in the moon's eye.It was a very popular short at the time and has been imitated countless times or paid home to especially in a popular music video by the band Smashing Pumpkins in the 1990s."
22,22-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Good and classic
","A good sci-fi movie about man going to the moon and the discoveries they find. It explores the at the time unknown and makes an idea of what could be found. It's well done and brought up an interesting idea, especially for the time it was made."
23,23-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Amazing what Méliès achieved in 1902!!
","It is amazing what Méliès achieved in terms of optical illusions, animation and engineered stage sets.The moment in which the space capsule lands in the moon's right eye remains one of the most iconic and frequently referenced images in the history of cinema.Although A Trip to the Moon was ground breaking in terms of special effects, it still feels very much like a theatrical play. This is because the entire film consists only of static wide shots. At no point do we see things like intercutting, camera movement or varied camera angles. The feeling that you are watching a play is reinforced by the fact that the entire film takes place on indoor sets."
24,24-tt0000417,A Trip to the Moon,https://www.imdb.com/title/tt0000417/," Pieces Of History
","""This film is amazed me, the set of the film is the one that amazed me because it was so wonderful, the art is so amazing, even the visual and special effects back then is crazy, there's quite a lot of visual and special effects here that i never think about to be made in 1902, this is a pieces of history"""
25,0-tt0000439,The Great Train Robbery,https://www.imdb.com/title/tt0000439/," It's Easy To See How It Got Its Reputation
","It's easy to see why this was such a sensation in 1903, and why today it is still considered to be an icon in movie history.  You can enjoy this either as a historical landmark for its use of such a variety of then-new skills, or you can simply watch it for the story.  To be sure, the plot is of a now-familiar type, but this is what so many other movies have imitated over the years.The story-telling is very good, and it is almost not even necessary to add 'for its time', because much of it still holds up quite well.  It tells an action-packed story with plenty of detail, and it uses a good variety of effective techniques to increase the excitement, suspense, and realism. From the motion effects in the scenes inside the train, to the occasional use of color tinting, to the use of outdoor scenes, almost everything works nicely.  There are only a few occasions when can you tell that it is almost a century old.  There are even things like some basic cross-cutting and a pretty good panning shot.  There is plenty to see, and it's worth watching more than once to see what else you can notice."
26,1-tt0000439,The Great Train Robbery,https://www.imdb.com/title/tt0000439/," A Truly Historic Masterpiece!
","I just saw ""The Great Train Robbery"" in its entirety for the first time and I was truly amazed. Its hard to believe that the film is over 100 years old. It was shot from a stationary camera but it employs many of the cinematic techniques that have since become commonplace such as cross-cutting, the chase, the shootout etc. VCI Entertainment has released a marvelous 100 Year Anniversary Edition of the film in two versions...a completely silent version from the print owned by the U.S. Library of Congress and a second version with added music, color tints and sound effects. Briefly, the story (filmed in the ""wilds"" of New Jersey), centers on four bandits who subdue a station agent (to keep him from sending out an alarm) and then climb aboard a train when it stops to take on water. Two of the bandits proceed to the mail car, kill the agent and make off with the loot. The others take care of the engineer and his fireman. One can imagine what the early audiences must have thought when one of the bandits suddenly throws the fireman off of the train. The cutting from the live action with the bandit and the fireman to the obvious dummy was quite innovative for the time. The bandits then line up the passengers and rob them killing one of them as he tries to escape. They then ride the engine down the tracks to their waiting horses. Meanwhile the town folk are alerted at a local hoedown and form a posse to go after the robbers. What follows is a great little chase scene and the final showdown between the good guys and the bad guys, where you know who get what's coming to them. The closing shot of actor George Barnes emptying his six shooter at the audience is perhaps one of the most famous shots in cinematic history. One can only imagine the effect that it must have had on the early audiences. I had always thought that this shot was at the beginning of the film. Early western pioneer ""Broncho"" Billy Anderson plays four roles in the film including one of the bandits. Most of the scenes are filmed in medium to long shots. You don't really see the actors faces (except for Barnes as noted). But it is still a very good film for this or any time. It tells a complete and believable story in about 12 minutes and sets the stage for the many classic silent films that were to follow. A truly historic cinematic experience."
27,2-tt0000439,The Great Train Robbery,https://www.imdb.com/title/tt0000439/," Historic action/crime thriller. A must-see for all film buffs.
","The Great Train Robbery was filmed only a couple of years into the 20th century, and when you watch it, its age is quite obvious. However, when you watch movies like this, you need to transport yourself back to the time period in which it was created and kind of watch the film through eyes that haven't been subjected to spectacularly visual films like The Matrix or Terminator 2. Edwin Porter made a ground-breaking film with The Great Train Robbery. Sure, the scenes were very simple and the film is so blurry that you can't make out a single face (this is also a result of the total lack of close-up shots), but in 1903 people watched this film and were stunned. It was hugely successful because it was one of the first films in the world to be made that actually told a story. Previously, films were made mainly to show off the technology of the ""moving picture,"" and the public loved them because they had never seen such a thing before. But when Porter came along with The Great Train Robbery, the path of motion pictures changed dramatically because people began to realize that these films could tell stories just as well as they could show water lapping on the beach or factory workers getting off of work or people jumping into a lake. These were the type of films that were made in the 1890s and early 1900s. The Great Train Robbery is an extremely short film, but it is an interesting story that is made even more fascinating because of the fact that everything that happens on the screen happened nearly 100 years ago. It's like looking at a piece of history."
28,3-tt0000439,The Great Train Robbery,https://www.imdb.com/title/tt0000439/," Film Editing Is Born
","It's hard to assign ""The Great Train Robbery"" a rating, as it shouldn't really be watched as a film the way we watch films now. But from a historical perspective, it's fascinating, and is an excellent example of the use of film editing, an art form then in its infancy and now an award category recognized every year at the Oscars.Before this movie, it wasn't customary to tell multiple story lines simultaneously, but here, various activities going on in different locations are intercut to create suspense. D.W. Griffith would use this technique much more ambitiously (and combine it with many other developing film techniques) in ""The Birth of a Nation"" over ten years later, but credit must be given to ""Train Robbery"" for blazing a trail.Also, this is the movie famous for the shot of an outlaw shooting a gun directly at the camera. I can't imagine what effect this had on audiences at the time, who were probably diving behind their chairs for cover.Grade: A"
